abstract_num,title,cluster_label,mentions,mention_count
267,Cluster Contrast for Unsupervised Person Re-Identification,[singleton] larger data sets,larger data sets,1
267,Cluster Contrast for Unsupervised Person Re-Identification,[singleton] different clustering algorithms,different clustering algorithms,1
267,Cluster Contrast for Unsupervised Person Re-Identification,[singleton] a standard unsupervised re-ID pipeline,a standard unsupervised re-ID pipeline,1
267,Cluster Contrast for Unsupervised Person Re-Identification,[singleton] state-of-the-art purely unsupervised re-ID methods,state-of-the-art purely unsupervised re-ID methods,1
267,Cluster Contrast for Unsupervised Person Re-Identification,[singleton] the state-of-the-art unsupervised domain adaptation re-ID methods,the state-of-the-art unsupervised domain adaptation re-ID methods,1
267,Cluster Contrast for Unsupervised Person Re-Identification,"[singleton] the Market, Duke, and MSMT17 datasets","the Market, Duke, and MSMT17 datasets",1
267,Cluster Contrast for Unsupervised Person Re-Identification,[self-reference],we; we,2
268,Domain Adaptation via Bidirectional Cross-Attention Transformer,Domain Adaptation (DA),Domain Adaptation; DA; DA; DA,4
268,Domain Adaptation via Bidirectional Cross-Attention Transformer,Bidirectional Cross-Attention Transformer (BCAT),a Bidirectional Cross-Attention Transformer; the proposed BCAT; BCAT; the proposed BCAT model,4
268,Domain Adaptation via Bidirectional Cross-Attention Transformer,vision transformers,vision transformers; vision transformers,2
268,Domain Adaptation via Bidirectional Cross-Attention Transformer,[singleton] a source domain with ample labeled data,a source domain with ample labeled data,1
268,Domain Adaptation via Bidirectional Cross-Attention Transformer,[singleton] a target domain with unlabeled data only,a target domain with unlabeled data only,1
268,Domain Adaptation via Bidirectional Cross-Attention Transformer,[singleton] the domain gap,the domain gap,1
268,Domain Adaptation via Bidirectional Cross-Attention Transformer,[singleton] convolution based neural networks,convolution based neural networks,1
268,Domain Adaptation via Bidirectional Cross-Attention Transformer,[singleton] multiple vision tasks,multiple vision tasks,1
268,Domain Adaptation via Bidirectional Cross-Attention Transformer,[singleton] the attention mechanism,the attention mechanism,1
268,Domain Adaptation via Bidirectional Cross-Attention Transformer,[singleton] implicit source and target mixup feature representations,implicit source and target mixup feature representations,1
268,Domain Adaptation via Bidirectional Cross-Attention Transformer,[singleton] the domain discrepancy,the domain discrepancy,1
268,Domain Adaptation via Bidirectional Cross-Attention Transformer,[singleton] a weight-sharing quadruple-branch transformer with a bidirectional cross-attention mechanism,a weight-sharing quadruple-branch transformer with a bidirectional cross-attention mechanism,1
268,Domain Adaptation via Bidirectional Cross-Attention Transformer,[singleton] four benchmark datasets,four benchmark datasets,1
268,Domain Adaptation via Bidirectional Cross-Attention Transformer,[self-reference],we; we,2
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,the blending approach,a straightforward approach; this approach,2
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,KD-ReID (proposed MTDA method based on knowledge distillation),a new MTDA method based on knowledge distillation (KD-ReID); Our method; our approach; our flexible MTDA approach,4
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,multi-target domain adaptation (MTDA),multi-target domain adaptation; MTDA,2
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] deep learning architectures,deep learning architectures,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] person re-identification,person re-identification,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] Several unsupervised single-target domain adaptation methods,Several unsupervised single-target domain adaptation methods,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] source and target video data,source and target video data,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] person ReID data,person ReID data,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] a common CNN backbone,a common CNN backbone,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] the ReID literature,the ReID literature,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] different target datasets,different target datasets,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] STDA,STDA,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] a smaller CNN,a smaller CNN,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] a common lightweight student backbone CNN,a common lightweight student backbone CNN,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] multiple specialized teacher CNNs,multiple specialized teacher CNNs,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] several challenging person ReID datasets,several challenging person ReID datasets,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] state-of-art methods,state-of-art methods,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] blending methods,blending methods,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] a compact CNN backbone like OSNet,a compact CNN backbone like OSNet,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[singleton] real-time video surveillance applications,real-time video surveillance applications,1
269,Knowledge Distillation for Multi-Target Domain Adaptation in Real-Time Person Re-Identification,[self-reference],we; Our; our; our,4
270,Active Domain Adaptation for mmWave based HAR via Renyi Entropy based Uncertainty Estimation,mmADA,mmADA; an Active Domain Adaptation framework; mmADA; it; mmADA; its; its,7
270,Active Domain Adaptation for mmWave based HAR via Renyi Entropy based Uncertainty Estimation,[singleton] Human Activity Recognition using mmWave radar,Human Activity Recognition using mmWave radar,1
270,Active Domain Adaptation for mmWave based HAR via Renyi Entropy based Uncertainty Estimation,[singleton] traditional sensor based methods,traditional sensor based methods,1
270,Active Domain Adaptation for mmWave based HAR via Renyi Entropy based Uncertainty Estimation,[singleton] domain shift,domain shift,1
270,Active Domain Adaptation for mmWave based HAR via Renyi Entropy based Uncertainty Estimation,[singleton] mmWave based HAR models,mmWave based HAR models,1
270,Active Domain Adaptation for mmWave based HAR via Renyi Entropy based Uncertainty Estimation,[singleton] minimal labeled data,minimal labeled data,1
270,Active Domain Adaptation for mmWave based HAR via Renyi Entropy based Uncertainty Estimation,[singleton] Renyi Entropy based uncertainty estimation,Renyi Entropy based uncertainty estimation,1
270,Active Domain Adaptation for mmWave based HAR via Renyi Entropy based Uncertainty Estimation,[singleton] the most informative target samples,the most informative target samples,1
270,Active Domain Adaptation for mmWave based HAR via Renyi Entropy based Uncertainty Estimation,[singleton] contrastive learning,contrastive learning,1
270,Active Domain Adaptation for mmWave based HAR via Renyi Entropy based Uncertainty Estimation,[singleton] pseudo-labeling,pseudo-labeling,1
270,Active Domain Adaptation for mmWave based HAR via Renyi Entropy based Uncertainty Estimation,[singleton] unlabeled data,unlabeled data,1
270,Active Domain Adaptation for mmWave based HAR via Renyi Entropy based Uncertainty Estimation,[singleton] a TI IWR1443BOOST radar,a TI IWR1443BOOST radar,1
270,Active Domain Adaptation for mmWave based HAR via Renyi Entropy based Uncertainty Estimation,[singleton] five baselines,five baselines,1
270,Active Domain Adaptation for mmWave based HAR via Renyi Entropy based Uncertainty Estimation,[singleton] two additional open-source datasets,two additional open-source datasets,1
270,Active Domain Adaptation for mmWave based HAR via Renyi Entropy based Uncertainty Estimation,[self-reference],we,1
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,the PTPAI method,the PTPAI method; which; the proposed approach,3
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,synthetic labeled data,synthetic labeled data; Labeled synthetic data,2
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,the partial-set challenge,partial-set fault diagnosis hurdles; the partial-set challenge,2
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,[singleton] bearing fault diagnosis,bearing fault diagnosis,1
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,[singleton] sensor-acquired data,sensor-acquired data,1
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,[singleton] a physics-informed deep learning based technique,a physics-informed deep learning based technique,1
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,[singleton] the source domain,the source domain,1
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,[singleton] unlabeled data with missing data,unlabeled data with missing data,1
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,[singleton] the target domain,the target domain,1
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,[singleton] imbalanced class problems,imbalanced class problems,1
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,[singleton] the RF-Mixup approach,the RF-Mixup approach,1
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,[singleton] imbalanced classes,imbalanced classes,1
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,[singleton] the MK-MMSD,the MK-MMSD,1
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,[singleton] CDAN,CDAN,1
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,[singleton] weighting methods at the class and instance levels,weighting methods at the class and instance levels,1
271,Physics-Informed Deep Learning and Partial Transfer Learning for Bearing Fault Diagnosis in the Presence of Highly Missing Data,[singleton] the CWRU and JNU datasets,the CWRU and JNU datasets,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,Deep generative models,Deep generative models; these approaches,2
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,Hierarchical Physics-Guided Diffusion (HPG-Diff),Hierarchical Physics-Guided Diffusion; a novel diffusion framework; HPG-Diff; HPG-Diff,4
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,floating material suppression loss,a floating material suppression loss; a differentiable connectivity constraint; this mechanism,3
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] topology optimization,topology optimization,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] unseen boundary conditions,unseen boundary conditions,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] floating material artifacts,floating material artifacts,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] two synergistic mechanisms,two synergistic mechanisms,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] a hierarchical physics-guided strategy,a hierarchical physics-guided strategy,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] different precomputed physics features,different precomputed physics features,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] the denoising process,the denoising process,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] optimal load paths,optimal load paths,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] thermal conduction,thermal conduction,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] topological connectivity,topological connectivity,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] a virtual heat propagation process,a virtual heat propagation process,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] load positions,load positions,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] average compliance errors,average compliance errors,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] floating material ratios,floating material ratios,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] a 3:1 rectangular domain,a 3:1 rectangular domain,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] cantilever and bridge benchmarks,cantilever and bridge benchmarks,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] lightweight LoRA fine-tuning,lightweight LoRA fine-tuning,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] a small dataset,a small dataset,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[singleton] rectangular non-square domains,rectangular non-square domains,1
272,HPG-Diff: Hierarchical physics-guided diffusion with differentiable connectivity constraints for topology optimization,[self-reference],we; we; we,3
273,Neural Structural Correspondence Learning for Domain Adaptation,domain adaptation,Domain adaptation; domain adaptation,2
273,Neural Structural Correspondence Learning for Domain Adaptation,the proposed neural network model,a neural network model; our model; a three-layer neural network; our model; our model,5
273,Neural Structural Correspondence Learning for Domain Adaptation,structural correspondence learning (SCL),structural correspondence learning; the SCL,2
273,Neural Structural Correspondence Learning for Domain Adaptation,the low-dimensional representation,a low-dimensional representation; that representation; The low-dimensional representation,3
273,Neural Structural Correspondence Learning for Domain Adaptation,the input example,an input example; the example,2
273,Neural Structural Correspondence Learning for Domain Adaptation,domain pairs,12 domain pairs; domain pairs,2
273,Neural Structural Correspondence Learning for Domain Adaptation,[singleton] labeled training data,labeled training data,1
273,Neural Structural Correspondence Learning for Domain Adaptation,[singleton] autoencoder neural networks,autoencoder neural networks,1
273,Neural Structural Correspondence Learning for Domain Adaptation,[singleton] the nonpivot features,the nonpivot features,1
273,Neural Structural Correspondence Learning for Domain Adaptation,[singleton] a learning algorithm for the task,a learning algorithm for the task,1
273,Neural Structural Correspondence Learning for Domain Adaptation,[singleton] pre-trained word embeddings,pre-trained word embeddings,1
273,Neural Structural Correspondence Learning for Domain Adaptation,[singleton] cross-domain product sentiment classification,cross-domain product sentiment classification,1
273,Neural Structural Correspondence Learning for Domain Adaptation,[singleton] the marginalized stacked denoising autoencoder ) methods,the marginalized stacked denoising autoencoder ) methods,1
273,Neural Structural Correspondence Learning for Domain Adaptation,[self-reference],We; our; we; our; our,5
274,Learning Disentangled Semantic Representation for Domain Adaptation,DSR (the proposed model),DSR; our model,2
274,Learning Disentangled Semantic Representation for Domain Adaptation,the entangled feature space,the feature space; the entangled feature space,2
274,Learning Disentangled Semantic Representation for Domain Adaptation,the two independent sets of latent variables,two independent sets of variables; these two sets of reconstructed latent variables,2
274,Learning Disentangled Semantic Representation for Domain Adaptation,the semantic latent variables,the semantic latent variables; the semantic latent variables; The disentangled semantic latent variables,3
274,Learning Disentangled Semantic Representation for Domain Adaptation,the domain latent variables,the domain latent variables; domain latent variables,2
274,Learning Disentangled Semantic Representation for Domain Adaptation,the data,the data; the data,2
274,Learning Disentangled Semantic Representation for Domain Adaptation,[singleton] the existing domain adaptation methods,the existing domain adaptation methods,1
274,Learning Disentangled Semantic Representation for Domain Adaptation,[singleton] the domain-invariant representation,the domain-invariant representation,1
274,Learning Disentangled Semantic Representation for Domain Adaptation,[singleton] domain information,domain information,1
274,Learning Disentangled Semantic Representation for Domain Adaptation,[singleton] semantic information,semantic information,1
274,Learning Disentangled Semantic Representation for Domain Adaptation,[singleton] the domain invariant semantic information,the domain invariant semantic information,1
274,Learning Disentangled Semantic Representation for Domain Adaptation,[singleton] the latent disentangled semantic representation,the latent disentangled semantic representation,1
274,Learning Disentangled Semantic Representation for Domain Adaptation,[singleton] the data generation process,the data generation process,1
274,Learning Disentangled Semantic Representation for Domain Adaptation,[singleton] a variational auto-encoder,a variational auto-encoder,1
274,Learning Disentangled Semantic Representation for Domain Adaptation,[singleton] a dual adversarial network,a dual adversarial network,1
274,Learning Disentangled Semantic Representation for Domain Adaptation,[singleton] the domains,the domains,1
274,Learning Disentangled Semantic Representation for Domain Adaptation,[singleton] Experimental studies,Experimental studies,1
274,Learning Disentangled Semantic Representation for Domain Adaptation,[singleton] several domain adaptation benchmark datasets,several domain adaptation benchmark datasets,1
274,Learning Disentangled Semantic Representation for Domain Adaptation,[self-reference],we; we; we; We,4
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,deep learning based recognition systems,Deep learning based recognition systems; they,2
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,sensitive attributes / spurious information,sensitive attributes; this information,2
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,this work / our study,this work; Our study; our work,3
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,14 CD approaches,14 CD approaches; the former,2
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,three state-of-the-art fairness algorithms,three state-of-the-art fairness algorithms; the latter,2
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,[singleton] spurious data correlations,spurious data correlations,1
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,[singleton] several open questions,several open questions,1
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,[singleton] the domain adaptation and generalization literature,the domain adaptation and generalization literature,1
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,[singleton] visual domain biases,visual domain biases,1
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,[singleton] a benchmark on face and medical images,a benchmark on face and medical images,1
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,[singleton] several demographic groups,several demographic groups,1
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,[singleton] classification and localization tasks,classification and localization tasks,1
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,[singleton] the current evaluation metrics,the current evaluation metrics,1
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,[singleton] a new Harmonic Fairness score,a new Harmonic Fairness score,1
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,[singleton] a reference baseline,a reference baseline,1
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,[singleton] computer vision,computer vision,1
275,Fairness meets Cross-Domain Learning: a new perspective on Models and Metrics,[self-reference],our; we propose; we introduce; Our; our,5
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,instance segmentation,Instance segmentation; instance segmentation; instance segmentation; instance segmentation,4
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,UDA4Inst framework,"UDA4Inst, a powerful framework for synth-to-real UDA in instance segmentation; Our framework; UDA4Inst",3
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,Semantic Category Training,Semantic Category Training; Semantic Category Training,2
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,Bidirectional Mixing Training,Bidirectional Mixing Training; Bidirectional Mixing Training,2
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,autonomous driving,autonomous driving; autonomous driving,2
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] annotated real-world data,annotated real-world data,1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] expensive labeling costs,expensive labeling costs,1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] Unsupervised Domain Adaptation,Unsupervised Domain Adaptation,1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] labeled synthetic data,labeled synthetic data,1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] unlabeled real-world data,unlabeled real-world data,1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] UDA methods for synthetic to real-world domains (synth-to-real),UDA methods for synthetic to real-world domains (synth-to-real),1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] semantic segmentation,semantic segmentation,1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] object detection,object detection,1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] suboptimal baselines,suboptimal baselines,1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] pseudo-label quality,pseudo-label quality,1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] segmentation accuracy,segmentation accuracy,1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] instance-wise and patch-wise data mixing,instance-wise and patch-wise data mixing,1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] SYNTHIA-> Cityscapes benchmark,SYNTHIA-> Cityscapes benchmark,1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] UrbanSyn,UrbanSyn,1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] Synscapes,Synscapes,1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[singleton] KITTI360,KITTI360,1
276,UDA4Inst: Unsupervised Domain Adaptation for Instance Segmentation,[self-reference],We; Our,2
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,metric measure spaces,metric measure spaces; such metric measure spaces,2
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,the Gromov-Wasserstein (GW) distance,Gromov-Wasserstein (GW) distance; which; The GW distance,3
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,two Unbalanced Gromov-Wasserstein formulations,two Unbalanced Gromov-Wasserstein formulations; They,2
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,a novel type of quadratically-homogeneous divergence,a novel type of quadratically-homogeneous divergence; This divergence,2
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,the unbalanced divergence,the unbalanced divergence; its,2
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,[singleton] a quadratic assignment problem,a quadratic assignment problem,1
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,[singleton] a probability distribution,a probability distribution,1
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,[singleton] The first formulation,The first formulation,1
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,[singleton] the mass conservation constraint,the mass conservation constraint,1
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,[singleton] the entropic regularization approach,the entropic regularization approach,1
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,[singleton] large scale optimal transport problems,large scale optimal transport problems,1
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,[singleton] the underlying non-convex optimization problem,the underlying non-convex optimization problem,1
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,[singleton] a highly parallelizable and GPU-friendly iterative scheme,a highly parallelizable and GPU-friendly iterative scheme,1
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,[singleton] The second formulation,The second formulation,1
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,[singleton] mm-spaces,mm-spaces,1
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,[singleton] a conic lifting,a conic lifting,1
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,[singleton] synthetic examples,synthetic examples,1
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,[singleton] domain adaptation data,domain adaptation data,1
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,[singleton] a Positive-Unlabeled learning task,a Positive-Unlabeled learning task,1
277,The Unbalanced Gromov Wasserstein Distance: Conic Formulation and Relaxation,[self-reference],we introduce; We show; we provide,3
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",Interactive segmentation models,Interactive segmentation models; they,2
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",Segment Anything Model (SAM),the Segment Anything Model; SAM; SAM s; pretrained SAM,4
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",the proposed point-supervised self-prompting framework,"a point-supervised, self-prompting framework; Our method; our approach; our proposed method; it; our approach",6
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",WHU dataset,WHU; WHU,2
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",HRSID dataset,HRSID; HRSID,2
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",NWPU VHR-10 dataset,NWPU VHR-10; NWPU,2
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] natural images,natural images,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] remote sensing imagery,remote sensing imagery,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] severe domain shifts,severe domain shifts,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] the scarcity of dense annotations,the scarcity of dense annotations,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] sparse point annotations,sparse point annotations,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] a Refine-Requery-Reinforce loop,a Refine-Requery-Reinforce loop,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] coarse pseudo-masks,coarse pseudo-masks,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] initial points,initial points,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] self-constructed box prompts,self-constructed box prompts,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] Soft Semantic Alignment,Soft Semantic Alignment,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] error propagation,error propagation,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] full-mask supervision,full-mask supervision,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] self-guided prompt adaptation,self-guided prompt adaptation,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] three RSI benchmark datasets,three RSI benchmark datasets,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] recent point-supervised segmentation methods,recent point-supervised segmentation methods,1
278,"ReSAM: Refine, Requery, and Reinforce: Self-Prompting Point-Supervised Segmentation for Remote Sensing Images",[singleton] the fully supervised model,the fully supervised model,1
